sensor_id,valor,timestamp
77,47.83,2024-04-01 00:25:00-0306
78,11.07,2024-04-01 00:25:00-0306
79,13.88,2024-04-01 00:25:00-0306
80,21.09,2024-04-01 00:25:00-0306
81,32.66,2024-04-01 00:25:00-0306
104,43.27,2024-04-01 00:25:00-0306
105,3.81,2024-04-01 00:25:00-0306
19,5.19,2024-04-01 00:30:00-0306
20,27.02,2024-04-01 00:30:00-0306
23,49.95,2024-04-01 00:30:00-0306
34,26.57,2024-04-01 00:30:00-0306
71,39.66,2024-04-01 00:30:00-0306
77,17.66,2024-04-01 00:30:00-0306
78,2.97,2024-04-01 00:30:00-0306
79,14.45,2024-04-01 00:30:00-0306
80,16.33,2024-04-01 00:30:00-0306
81,23.04,2024-04-01 00:30:00-0306
104,23.94,2024-04-01 00:30:00-0306
105,31.05,2024-04-01 00:30:00-0306
19,41.2,2024-04-01 00:35:00-0306
20,26.99,2024-04-01 00:35:00-0306
23,17.17,2024-04-01 00:35:00-0306
34,30.51,2024-04-01 00:35:00-0306
71,40.86,2024-04-01 00:35:00-0306
77,44.25,2024-04-01 00:35:00-0306
78,8.11,2024-04-01 00:35:00-0306
79,43.1,2024-04-01 00:35:00-0306
80,30.45,2024-04-01 00:35:00-0306
81,11.29,2024-04-01 00:35:00-0306
104,33.51,2024-04-01 00:35:00-0306
105,11.99,2024-04-01 00:35:00-0306
19,10.7,2024-04-01 00:40:00-0306
20,44.82,2024-04-01 00:40:00-0306
23,15.48,2024-04-01 00:40:00-0306
34,3.12,2024-04-01 00:40:00-0306
71,33.32,2024-04-01 00:40:00-0306
77,18.42,2024-04-01 00:40:00-0306
78,44.37,2024-04-01 00:40:00-0306
79,38.86,2024-04-01 00:40:00-0306
80,38.18,2024-04-01 00:40:00-0306
81,30.89,2024-04-01 00:40:00-0306
104,6.07,2024-04-01 00:40:00-0306
105,0.92,2024-04-01 00:40:00-0306
19,27.15,2024-04-01 00:45:00-0306
20,48.15,2024-04-01 00:45:00-0306
23,20.74,2024-04-01 00:45:00-0306
34,10.5,2024-04-01 00:45:00-0306
71,12.35,2024-04-01 00:45:00-0306
77,25.96,2024-04-01 00:45:00-0306
78,42.13,2024-04-01 00:45:00-0306
79,30.1,2024-04-01 00:45:00-0306
80,3.87,2024-04-01 00:45:00-0306
81,44.1,2024-04-01 00:45:00-0306
104,32.78,2024-04-01 00:45:00-0306
105,39.27,2024-04-01 00:45:00-0306
19,24.29,2024-04-01 00:50:00-0306
20,49.99,2024-04-01 00:50:00-0306
23,20.46,2024-04-01 00:50:00-0306
34,37.68,2024-04-01 00:50:00-0306
71,19.07,2024-04-01 00:50:00-0306
77,44.06,2024-04-01 00:50:00-0306
78,49.41,2024-04-01 00:50:00-0306
79,11.46,2024-04-01 00:50:00-0306
80,40.42,2024-04-01 00:50:00-0306
81,40.22,2024-04-01 00:50:00-0306
104,22.36,2024-04-01 00:50:00-0306
105,23.11,2024-04-01 00:50:00-0306
19,26.84,2024-04-01 00:55:00-0306
20,8.5,2024-04-01 00:55:00-0306
23,34.82,2024-04-01 00:55:00-0306
34,40.92,2024-04-01 00:55:00-0306
71,32.03,2024-04-01 00:55:00-0306
77,40.46,2024-04-01 00:55:00-0306
78,15.82,2024-04-01 00:55:00-0306
79,6.97,2024-04-01 00:55:00-0306
80,20.55,2024-04-01 00:55:00-0306
81,16.04,2024-04-01 00:55:00-0306
104,21.79,2024-04-01 00:55:00-0306
105,30.53,2024-04-01 00:55:00-0306
19,25.22,2024-04-01 01:00:00-0306
20,4.98,2024-04-01 01:00:00-0306
23,13.09,2024-04-01 01:00:00-0306
34,34.86,2024-04-01 01:00:00-0306
71,28.31,2024-04-01 01:00:00-0306
77,19.83,2024-04-01 01:00:00-0306
78,45.11,2024-04-01 01:00:00-0306
79,28.11,2024-04-01 01:00:00-0306
80,26.72,2024-04-01 01:00:00-0306
81,49.45,2024-04-01 01:00:00-0306
104,40.09,2024-04-01 01:00:00-0306
105,49.78,2024-04-01 01:00:00-0306
19,23.19,2024-04-01 01:05:00-0306
20,29.97,2024-04-01 01:05:00-0306
23,23.55,2024-04-01 01:05:00-0306
34,3.33,2024-04-01 01:05:00-0306
71,33.08,2024-04-01 01:05:00-0306
77,18.34,2024-04-01 01:05:00-0306
78,44.88,2024-04-01 01:05:00-0306
79,16.57,2024-04-01 01:05:00-0306
80,10.86,2024-04-01 01:05:00-0306
81,12.2,2024-04-01 01:05:00-0306
104,8.51,2024-04-01 01:05:00-0306
105,42.26,2024-04-01 01:05:00-0306
19,22.04,2024-04-01 01:10:00-0306
20,36.85,2024-04-01 01:10:00-0306
23,40.17,2024-04-01 01:10:00-0306
34,26.06,2024-04-01 01:10:00-0306
71,39.85,2024-04-01 01:10:00-0306
77,10.52,2024-04-01 01:10:00-0306
78,45.58,2024-04-01 01:10:00-0306
79,28.25,2024-04-01 01:10:00-0306
80,40.34,2024-04-01 01:10:00-0306
81,23.25,2024-04-01 01:10:00-0306
104,45.37,2024-04-01 01:10:00-0306
105,48.52,2024-04-01 01:10:00-0306
19,47.77,2024-04-01 01:15:00-0306
20,36.15,2024-04-01 01:15:00-0306
23,44.62,2024-04-01 01:15:00-0306
34,2.0,2024-04-01 01:15:00-0306
71,26.62,2024-04-01 01:15:00-0306
77,43.86,2024-04-01 01:15:00-0306
78,29.22,2024-04-01 01:15:00-0306
79,32.54,2024-04-01 01:15:00-0306
80,5.97,2024-04-01 01:15:00-0306
81,43.89,2024-04-01 01:15:00-0306
104,11.78,2024-04-01 01:15:00-0306
105,3.23,2024-04-01 01:15:00-0306
19,48.14,2024-04-01 01:20:00-0306
20,47.36,2024-04-01 01:20:00-0306
23,4.88,2024-04-01 01:20:00-0306
34,0.6,2024-04-01 01:20:00-0306
71,31.82,2024-04-01 01:20:00-0306
77,27.36,2024-04-01 01:20:00-0306
78,38.88,2024-04-01 01:20:00-0306
79,15.32,2024-04-01 01:20:00-0306
80,15.47,2024-04-01 01:20:00-0306
81,23.96,2024-04-01 01:20:00-0306
104,23.75,2024-04-01 01:20:00-0306
105,46.27,2024-04-01 01:20:00-0306
19,42.72,2024-04-01 01:25:00-0306
20,38.98,2024-04-01 01:25:00-0306
23,1.12,2024-04-01 01:25:00-0306
34,37.2,2024-04-01 01:25:00-0306
71,35.66,2024-04-01 01:25:00-0306
77,34.03,2024-04-01 01:25:00-0306
78,24.03,2024-04-01 01:25:00-0306
79,19.98,2024-04-01 01:25:00-0306
80,12.56,2024-04-01 01:25:00-0306
81,9.19,2024-04-01 01:25:00-0306
104,0.42,2024-04-01 01:25:00-0306
105,7.04,2024-04-01 01:25:00-0306
19,27.66,2024-04-01 01:30:00-0306
20,13.42,2024-04-01 01:30:00-0306
23,27.37,2024-04-01 01:30:00-0306
34,43.0,2024-04-01 01:30:00-0306
71,35.36,2024-04-01 01:30:00-0306
77,10.02,2024-04-01 01:30:00-0306
78,1.22,2024-04-01 01:30:00-0306
79,30.2,2024-04-01 01:30:00-0306
80,47.04,2024-04-01 01:30:00-0306
81,30.71,2024-04-01 01:30:00-0306
104,12.92,2024-04-01 01:30:00-0306
105,9.53,2024-04-01 01:30:00-0306
19,7.57,2024-04-01 01:35:00-0306
20,17.9,2024-04-01 01:35:00-0306
23,43.99,2024-04-01 01:35:00-0306
34,40.1,2024-04-01 01:35:00-0306
71,4.17,2024-04-01 01:35:00-0306
77,37.17,2024-04-01 01:35:00-0306
78,37.94,2024-04-01 01:35:00-0306
79,11.46,2024-04-01 01:35:00-0306
80,44.26,2024-04-01 01:35:00-0306
81,35.37,2024-04-01 01:35:00-0306
104,47.17,2024-04-01 01:35:00-0306
105,44.42,2024-04-01 01:35:00-0306
19,31.96,2024-04-01 01:40:00-0306
20,27.06,2024-04-01 01:40:00-0306
23,18.85,2024-04-01 01:40:00-0306
34,26.97,2024-04-01 01:40:00-0306
71,10.01,2024-04-01 01:40:00-0306
77,43.19,2024-04-01 01:40:00-0306
78,8.33,2024-04-01 01:40:00-0306
79,20.23,2024-04-01 01:40:00-0306
80,7.56,2024-04-01 01:40:00-0306
81,20.97,2024-04-01 01:40:00-0306
104,6.12,2024-04-01 01:40:00-0306
105,9.85,2024-04-01 01:40:00-0306
19,33.59,2024-04-01 01:45:00-0306
20,13.21,2024-04-01 01:45:00-0306
23,10.17,2024-04-01 01:45:00-0306
34,30.24,2024-04-01 01:45:00-0306
71,32.8,2024-04-01 01:45:00-0306
77,6.2,2024-04-01 01:45:00-0306
78,9.97,2024-04-01 01:45:00-0306
79,47.21,2024-04-01 01:45:00-0306
80,24.07,2024-04-01 01:45:00-0306
81,32.34,2024-04-01 01:45:00-0306
104,39.24,2024-04-01 01:45:00-0306
105,11.32,2024-04-01 01:45:00-0306
19,23.35,2024-04-01 01:50:00-0306
20,7.61,2024-04-01 01:50:00-0306
23,24.76,2024-04-01 01:50:00-0306
34,7.72,2024-04-01 01:50:00-0306
71,9.14,2024-04-01 01:50:00-0306
77,15.62,2024-04-01 01:50:00-0306
78,37.19,2024-04-01 01:50:00-0306
79,44.67,2024-04-01 01:50:00-0306
80,14.29,2024-04-01 01:50:00-0306
81,20.61,2024-04-01 01:50:00-0306
104,4.49,2024-04-01 01:50:00-0306
105,17.19,2024-04-01 01:50:00-0306
19,49.36,2024-04-01 01:55:00-0306
20,22.04,2024-04-01 01:55:00-0306
23,48.83,2024-04-01 01:55:00-0306
34,8.14,2024-04-01 01:55:00-0306
71,6.46,2024-04-01 01:55:00-0306
77,41.42,2024-04-01 01:55:00-0306
78,8.24,2024-04-01 01:55:00-0306
79,5.2,2024-04-01 01:55:00-0306
80,36.4,2024-04-01 01:55:00-0306
81,17.04,2024-04-01 01:55:00-0306
104,24.22,2024-04-01 01:55:00-0306
105,8.89,2024-04-01 01:55:00-0306
19,27.23,2024-04-01 02:00:00-0306
20,27.57,2024-04-01 02:00:00-0306
23,22.88,2024-04-01 02:00:00-0306
34,48.64,2024-04-01 02:00:00-0306
71,31.12,2024-04-01 02:00:00-0306
77,13.01,2024-04-01 02:00:00-0306
78,4.53,2024-04-01 02:00:00-0306
79,42.11,2024-04-01 02:00:00-0306
80,20.67,2024-04-01 02:00:00-0306
81,47.95,2024-04-01 02:00:00-0306
104,41.43,2024-04-01 02:00:00-0306
105,19.85,2024-04-01 02:00:00-0306
19,37.93,2024-04-01 02:05:00-0306
20,10.98,2024-04-01 02:05:00-0306
23,11.94,2024-04-01 02:05:00-0306
34,34.3,2024-04-01 02:05:00-0306
71,20.33,2024-04-01 02:05:00-0306
77,17.37,2024-04-01 02:05:00-0306
78,41.14,2024-04-01 02:05:00-0306
79,16.06,2024-04-01 02:05:00-0306
80,27.22,2024-04-01 02:05:00-0306
81,4.07,2024-04-01 02:05:00-0306
104,43.48,2024-04-01 02:05:00-0306
105,39.95,2024-04-01 02:05:00-0306
19,24.21,2024-04-01 02:10:00-0306
20,5.49,2024-04-01 02:10:00-0306
23,29.47,2024-04-01 02:10:00-0306
34,44.26,2024-04-01 02:10:00-0306
71,48.63,2024-04-01 02:10:00-0306
77,9.03,2024-04-01 02:10:00-0306
78,19.95,2024-04-01 02:10:00-0306
79,43.43,2024-04-01 02:10:00-0306
80,12.51,2024-04-01 02:10:00-0306
81,9.14,2024-04-01 02:10:00-0306
104,1.3,2024-04-01 02:10:00-0306
105,21.69,2024-04-01 02:10:00-0306
19,37.76,2024-04-01 02:15:00-0306
20,45.19,2024-04-01 02:15:00-0306
23,34.92,2024-04-01 02:15:00-0306
34,35.57,2024-04-01 02:15:00-0306
71,38.02,2024-04-01 02:15:00-0306
77,16.06,2024-04-01 02:15:00-0306
78,27.24,2024-04-01 02:15:00-0306
79,9.62,2024-04-01 02:15:00-0306
80,1.2,2024-04-01 02:15:00-0306
81,20.34,2024-04-01 02:15:00-0306
104,13.04,2024-04-01 02:15:00-0306
105,7.42,2024-04-01 02:15:00-0306
19,11.64,2024-04-01 02:20:00-0306
20,25.2,2024-04-01 02:20:00-0306
23,10.25,2024-04-01 02:20:00-0306
34,5.87,2024-04-01 02:20:00-0306
71,48.61,2024-04-01 02:20:00-0306
77,28.12,2024-04-01 02:20:00-0306
78,9.84,2024-04-01 02:20:00-0306
79,45.98,2024-04-01 02:20:00-0306
80,37.78,2024-04-01 02:20:00-0306
81,4.96,2024-04-01 02:20:00-0306
104,42.15,2024-04-01 02:20:00-0306
105,14.36,2024-04-01 02:20:00-0306
19,30.54,2024-04-01 02:25:00-0306
20,13.17,2024-04-01 02:25:00-0306
23,38.57,2024-04-01 02:25:00-0306
34,17.18,2024-04-01 02:25:00-0306
71,6.68,2024-04-01 02:25:00-0306
77,27.98,2024-04-01 02:25:00-0306
78,21.72,2024-04-01 02:25:00-0306
79,39.35,2024-04-01 02:25:00-0306
80,26.69,2024-04-01 02:25:00-0306
81,4.93,2024-04-01 02:25:00-0306
104,18.57,2024-04-01 02:25:00-0306
105,29.81,2024-04-01 02:25:00-0306
19,1.16,2024-04-01 02:30:00-0306
20,17.28,2024-04-01 02:30:00-0306
23,1.14,2024-04-01 02:30:00-0306
34,37.78,2024-04-01 02:30:00-0306
71,27.73,2024-04-01 02:30:00-0306
77,35.44,2024-04-01 02:30:00-0306
78,4.84,2024-04-01 02:30:00-0306
79,2.57,2024-04-01 02:30:00-0306
80,22.14,2024-04-01 02:30:00-0306
81,7.17,2024-04-01 02:30:00-0306
104,33.78,2024-04-01 02:30:00-0306
105,25.13,2024-04-01 02:30:00-0306
19,10.31,2024-04-01 02:35:00-0306
20,20.42,2024-04-01 02:35:00-0306
23,35.11,2024-04-01 02:35:00-0306
34,13.46,2024-04-01 02:35:00-0306
71,42.24,2024-04-01 02:35:00-0306
77,3.4,2024-04-01 02:35:00-0306
78,18.25,2024-04-01 02:35:00-0306
79,12.75,2024-04-01 02:35:00-0306
80,37.06,2024-04-01 02:35:00-0306
81,35.86,2024-04-01 02:35:00-0306
104,20.08,2024-04-01 02:35:00-0306
105,23.97,2024-04-01 02:35:00-0306
19,34.72,2024-04-01 02:40:00-0306
20,37.88,2024-04-01 02:40:00-0306
23,37.02,2024-04-01 02:40:00-0306
34,35.3,2024-04-01 02:40:00-0306
71,23.74,2024-04-01 02:40:00-0306
77,3.58,2024-04-01 02:40:00-0306
78,38.29,2024-04-01 02:40:00-0306
79,6.01,2024-04-01 02:40:00-0306
80,23.23,2024-04-01 02:40:00-0306
81,3.82,2024-04-01 02:40:00-0306
104,24.39,2024-04-01 02:40:00-0306
105,41.13,2024-04-01 02:40:00-0306
19,22.61,2024-04-01 02:45:00-0306
20,2.52,2024-04-01 02:45:00-0306
23,30.94,2024-04-01 02:45:00-0306
34,43.5,2024-04-01 02:45:00-0306
71,42.94,2024-04-01 02:45:00-0306
77,37.04,2024-04-01 02:45:00-0306
78,48.52,2024-04-01 02:45:00-0306
79,23.13,2024-04-01 02:45:00-0306
80,43.37,2024-04-01 02:45:00-0306
81,6.16,2024-04-01 02:45:00-0306
104,13.47,2024-04-01 02:45:00-0306
105,44.12,2024-04-01 02:45:00-0306
19,6.02,2024-04-01 02:50:00-0306
20,23.94,2024-04-01 02:50:00-0306
23,29.96,2024-04-01 02:50:00-0306
34,17.71,2024-04-01 02:50:00-0306
71,23.27,2024-04-01 02:50:00-0306
77,28.39,2024-04-01 02:50:00-0306
78,10.05,2024-04-01 02:50:00-0306
79,22.84,2024-04-01 02:50:00-0306
80,30.39,2024-04-01 02:50:00-0306
81,40.9,2024-04-01 02:50:00-0306
104,0.83,2024-04-01 02:50:00-0306
105,0.74,2024-04-01 02:50:00-0306
19,2.49,2024-04-01 02:55:00-0306
20,21.9,2024-04-01 02:55:00-0306
23,3.98,2024-04-01 02:55:00-0306
34,34.2,2024-04-01 02:55:00-0306
71,40.16,2024-04-01 02:55:00-0306
77,3.72,2024-04-01 02:55:00-0306
78,11.72,2024-04-01 02:55:00-0306
79,16.32,2024-04-01 02:55:00-0306
80,16.53,2024-04-01 02:55:00-0306
81,6.41,2024-04-01 02:55:00-0306
104,28.07,2024-04-01 02:55:00-0306
105,11.28,2024-04-01 02:55:00-0306
19,30.11,2024-04-01 03:00:00-0306
20,7.38,2024-04-01 03:00:00-0306
23,25.44,2024-04-01 03:00:00-0306
34,48.63,2024-04-01 03:00:00-0306
71,42.39,2024-04-01 03:00:00-0306
77,45.84,2024-04-01 03:00:00-0306
78,3.09,2024-04-01 03:00:00-0306
79,13.98,2024-04-01 03:00:00-0306
80,24.22,2024-04-01 03:00:00-0306
81,4.54,2024-04-01 03:00:00-0306
104,19.47,2024-04-01 03:00:00-0306
105,12.74,2024-04-01 03:00:00-0306
19,10.37,2024-04-01 03:05:00-0306
20,36.78,2024-04-01 03:05:00-0306
23,43.06,2024-04-01 03:05:00-0306
34,12.43,2024-04-01 03:05:00-0306
71,35.58,2024-04-01 03:05:00-0306
77,12.07,2024-04-01 03:05:00-0306
78,44.48,2024-04-01 03:05:00-0306
79,11.81,2024-04-01 03:05:00-0306
80,36.04,2024-04-01 03:05:00-0306
81,30.58,2024-04-01 03:05:00-0306
104,41.93,2024-04-01 03:05:00-0306
105,12.0,2024-04-01 03:05:00-0306
19,16.51,2024-04-01 03:10:00-0306
20,19.76,2024-04-01 03:10:00-0306
23,0.41,2024-04-01 03:10:00-0306
34,17.1,2024-04-01 03:10:00-0306
71,40.15,2024-04-01 03:10:00-0306
77,16.54,2024-04-01 03:10:00-0306
78,11.3,2024-04-01 03:10:00-0306
79,46.54,2024-04-01 03:10:00-0306
80,43.5,2024-04-01 03:10:00-0306
81,23.63,2024-04-01 03:10:00-0306
104,17.91,2024-04-01 03:10:00-0306
105,24.49,2024-04-01 03:10:00-0306
19,22.89,2024-04-01 03:15:00-0306
20,5.59,2024-04-01 03:15:00-0306
23,27.11,2024-04-01 03:15:00-0306
34,7.02,2024-04-01 03:15:00-0306
71,2.81,2024-04-01 03:15:00-0306
77,38.97,2024-04-01 03:15:00-0306
78,16.16,2024-04-01 03:15:00-0306
79,10.65,2024-04-01 03:15:00-0306
80,31.13,2024-04-01 03:15:00-0306
81,6.5,2024-04-01 03:15:00-0306
104,24.17,2024-04-01 03:15:00-0306
105,20.48,2024-04-01 03:15:00-0306
19,1.28,2024-04-01 03:20:00-0306
20,9.85,2024-04-01 03:20:00-0306
23,37.64,2024-04-01 03:20:00-0306
34,29.32,2024-04-01 03:20:00-0306
71,43.76,2024-04-01 03:20:00-0306
77,5.2,2024-04-01 03:20:00-0306
78,17.73,2024-04-01 03:20:00-0306
79,43.97,2024-04-01 03:20:00-0306
80,41.5,2024-04-01 03:20:00-0306
81,49.23,2024-04-01 03:20:00-0306
104,10.47,2024-04-01 03:20:00-0306
105,8.81,2024-04-01 03:20:00-0306
19,39.64,2024-04-01 03:25:00-0306
20,43.23,2024-04-01 03:25:00-0306
23,46.65,2024-04-01 03:25:00-0306
34,26.95,2024-04-01 03:25:00-0306
71,38.98,2024-04-01 03:25:00-0306
77,15.79,2024-04-01 03:25:00-0306
78,36.17,2024-04-01 03:25:00-0306
79,22.3,2024-04-01 03:25:00-0306
80,29.25,2024-04-01 03:25:00-0306
81,1.51,2024-04-01 03:25:00-0306
104,6.71,2024-04-01 03:25:00-0306
105,37.92,2024-04-01 03:25:00-0306
19,6.6,2024-04-01 03:30:00-0306
20,37.74,2024-04-01 03:30:00-0306
23,32.63,2024-04-01 03:30:00-0306
34,6.84,2024-04-01 03:30:00-0306
71,1.88,2024-04-01 03:30:00-0306
77,36.97,2024-04-01 03:30:00-0306
78,35.26,2024-04-01 03:30:00-0306
79,43.7,2024-04-01 03:30:00-0306
80,28.25,2024-04-01 03:30:00-0306
81,24.19,2024-04-01 03:30:00-0306
104,49.09,2024-04-01 03:30:00-0306
105,9.07,2024-04-01 03:30:00-0306
19,11.82,2024-04-01 03:35:00-0306
20,32.21,2024-04-01 03:35:00-0306
23,24.43,2024-04-01 03:35:00-0306
34,0.66,2024-04-01 03:35:00-0306
71,14.65,2024-04-01 03:35:00-0306
77,49.19,2024-04-01 03:35:00-0306
78,1.4,2024-04-01 03:35:00-0306
79,28.08,2024-04-01 03:35:00-0306
80,39.77,2024-04-01 03:35:00-0306
81,12.39,2024-04-01 03:35:00-0306
104,5.89,2024-04-01 03:35:00-0306
105,3.78,2024-04-01 03:35:00-0306
19,6.94,2024-04-01 03:40:00-0306
20,12.97,2024-04-01 03:40:00-0306
23,14.11,2024-04-01 03:40:00-0306
34,38.55,2024-04-01 03:40:00-0306
71,28.88,2024-04-01 03:40:00-0306
77,11.93,2024-04-01 03:40:00-0306
78,43.93,2024-04-01 03:40:00-0306
79,44.59,2024-04-01 03:40:00-0306
80,41.89,2024-04-01 03:40:00-0306
81,8.19,2024-04-01 03:40:00-0306
104,26.27,2024-04-01 03:40:00-0306
105,14.06,2024-04-01 03:40:00-0306
19,8.6,2024-04-01 03:45:00-0306
20,15.84,2024-04-01 03:45:00-0306
23,48.08,2024-04-01 03:45:00-0306
34,30.8,2024-04-01 03:45:00-0306
71,30.09,2024-04-01 03:45:00-0306
77,15.73,2024-04-01 03:45:00-0306
78,22.52,2024-04-01 03:45:00-0306
79,17.49,2024-04-01 03:45:00-0306
80,12.73,2024-04-01 03:45:00-0306
81,16.1,2024-04-01 03:45:00-0306
104,13.23,2024-04-01 03:45:00-0306
105,45.83,2024-04-01 03:45:00-0306
19,1.74,2024-04-01 03:50:00-0306
20,16.13,2024-04-01 03:50:00-0306
23,16.98,2024-04-01 03:50:00-0306
34,47.64,2024-04-01 03:50:00-0306
71,0.93,2024-04-01 03:50:00-0306
77,34.04,2024-04-01 03:50:00-0306
78,24.49,2024-04-01 03:50:00-0306
79,24.68,2024-04-01 03:50:00-0306
80,26.25,2024-04-01 03:50:00-0306
81,26.22,2024-04-01 03:50:00-0306
104,4.31,2024-04-01 03:50:00-0306
105,3.08,2024-04-01 03:50:00-0306
19,26.95,2024-04-01 03:55:00-0306
20,19.41,2024-04-01 03:55:00-0306
23,8.4,2024-04-01 03:55:00-0306
34,48.67,2024-04-01 03:55:00-0306
71,23.17,2024-04-01 03:55:00-0306
77,13.16,2024-04-01 03:55:00-0306
78,28.94,2024-04-01 03:55:00-0306
79,23.41,2024-04-01 03:55:00-0306
80,36.96,2024-04-01 03:55:00-0306
81,33.02,2024-04-01 03:55:00-0306
104,38.15,2024-04-01 03:55:00-0306
105,30.69,2024-04-01 03:55:00-0306
19,39.98,2024-04-01 04:00:00-0306
20,42.99,2024-04-01 04:00:00-0306
23,13.68,2024-04-01 04:00:00-0306
34,44.58,2024-04-01 04:00:00-0306
71,5.82,2024-04-01 04:00:00-0306
77,23.19,2024-04-01 04:00:00-0306
78,42.24,2024-04-01 04:00:00-0306
79,2.45,2024-04-01 04:00:00-0306
80,28.67,2024-04-01 04:00:00-0306
81,26.53,2024-04-01 04:00:00-0306
104,32.12,2024-04-01 04:00:00-0306
105,10.63,2024-04-01 04:00:00-0306
19,32.04,2024-04-01 04:05:00-0306
20,5.98,2024-04-01 04:05:00-0306
23,22.73,2024-04-01 04:05:00-0306
34,28.62,2024-04-01 04:05:00-0306
71,41.45,2024-04-01 04:05:00-0306
77,12.53,2024-04-01 04:05:00-0306
78,4.83,2024-04-01 04:05:00-0306
79,20.07,2024-04-01 04:05:00-0306
80,26.18,2024-04-01 04:05:00-0306
81,15.72,2024-04-01 04:05:00-0306
104,3.59,2024-04-01 04:05:00-0306
105,43.89,2024-04-01 04:05:00-0306
19,24.99,2024-04-01 04:10:00-0306
20,0.67,2024-04-01 04:10:00-0306
23,8.91,2024-04-01 04:10:00-0306
34,39.2,2024-04-01 04:10:00-0306
71,33.45,2024-04-01 04:10:00-0306
77,19.31,2024-04-01 04:10:00-0306
78,32.21,2024-04-01 04:10:00-0306
79,44.31,2024-04-01 04:10:00-0306
80,27.73,2024-04-01 04:10:00-0306
81,4.31,2024-04-01 04:10:00-0306
104,41.14,2024-04-01 04:10:00-0306
105,38.0,2024-04-01 04:10:00-0306
19,16.31,2024-04-01 04:15:00-0306
20,46.0,2024-04-01 04:15:00-0306
23,5.8,2024-04-01 04:15:00-0306
34,12.74,2024-04-01 04:15:00-0306
71,43.14,2024-04-01 04:15:00-0306
77,8.37,2024-04-01 04:15:00-0306
78,37.74,2024-04-01 04:15:00-0306
79,28.96,2024-04-01 04:15:00-0306
80,27.34,2024-04-01 04:15:00-0306
81,25.52,2024-04-01 04:15:00-0306
104,2.23,2024-04-01 04:15:00-0306
105,7.21,2024-04-01 04:15:00-0306
19,4.47,2024-04-01 04:20:00-0306
20,32.32,2024-04-01 04:20:00-0306
23,39.15,2024-04-01 04:20:00-0306
34,42.36,2024-04-01 04:20:00-0306
71,44.72,2024-04-01 04:20:00-0306
77,46.54,2024-04-01 04:20:00-0306
78,32.31,2024-04-01 04:20:00-0306
79,8.42,2024-04-01 04:20:00-0306
80,36.8,2024-04-01 04:20:00-0306
81,25.37,2024-04-01 04:20:00-0306
104,15.94,2024-04-01 04:20:00-0306
